"name","parent","type","size"
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__\connectionpool.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__","file",37640
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__\exceptions.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__","file",16127
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__\fields.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__","file",11420
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__\filepost.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__","file",4501
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__\poolmanager.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__","file",21824
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__\request.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__","file",6664
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__\response.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__","file",36766
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__\_collections.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__","file",18301
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__\_version.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__","file",223
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3\__pycache__","file",3713
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3-1.26.14.dist-info","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages","dir",54834
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3-1.26.14.dist-info\INSTALLER","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3-1.26.14.dist-info","file",4
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3-1.26.14.dist-info\LICENSE.txt","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3-1.26.14.dist-info","file",1115
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3-1.26.14.dist-info\METADATA","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3-1.26.14.dist-info","file",47722
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3-1.26.14.dist-info\RECORD","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3-1.26.14.dist-info","file",5875
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3-1.26.14.dist-info\REQUESTED","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3-1.26.14.dist-info","file",0
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3-1.26.14.dist-info\top_level.txt","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3-1.26.14.dist-info","file",8
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3-1.26.14.dist-info\WHEEL","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\urllib3-1.26.14.dist-info","file",110
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages","dir",1834043
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\datastructures.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",97081
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\datastructures.pyi","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",34506
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","dir",140134
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\console.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug","file",6208
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\repr.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug","file",9472
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\shared","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug","dir",17719
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\shared\console.png","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\shared","file",507
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\shared\debugger.js","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\shared","file",10521
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\shared\ICON_LICENSE.md","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\shared","file",222
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\shared\less.png","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\shared","file",191
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\shared\more.png","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\shared","file",200
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\shared\style.css","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\shared","file",6078
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\tbtools.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug","file",13263
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\__init__.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug","file",18877
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\__pycache__","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug","dir",74595
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\__pycache__\console.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\__pycache__","file",14135
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\__pycache__\repr.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\__pycache__","file",16960
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\__pycache__\tbtools.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\__pycache__","file",18217
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\debug\__pycache__","file",25283
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\exceptions.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",26527
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\formparser.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",16516
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\http.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",42776
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\local.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",22288
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","dir",112380
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\dispatcher.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware","file",2580
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\http_proxy.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware","file",7558
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\lint.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware","file",13952
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\profiler.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware","file",4883
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\proxy_fix.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware","file",6974
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\shared_data.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware","file",9528
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\__init__.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware","file",500
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\__pycache__","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware","dir",66405
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\__pycache__\dispatcher.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\__pycache__","file",3528
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\__pycache__\http_proxy.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\__pycache__","file",11296
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\__pycache__\lint.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\__pycache__","file",21365
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\__pycache__\profiler.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\__pycache__","file",7089
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\__pycache__\proxy_fix.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\__pycache__","file",7979
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\__pycache__\shared_data.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\__pycache__","file",14417
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\middleware\__pycache__","file",731
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\py.typed","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",0
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","dir",215477
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\converters.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing","file",6968
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\exceptions.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing","file",4737
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\map.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing","file",36757
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\matcher.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing","file",7509
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\rules.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing","file",31836
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\__init__.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing","file",4819
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\__pycache__","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing","dir",122851
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\__pycache__\converters.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\__pycache__","file",12491
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\__pycache__\exceptions.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\__pycache__","file",9150
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\__pycache__\map.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\__pycache__","file",44421
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\__pycache__\matcher.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\__pycache__","file",8805
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\__pycache__\rules.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\__pycache__","file",42906
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\routing\__pycache__","file",5078
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","dir",150206
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\http.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio","file",5107
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\multipart.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio","file",10055
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\request.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio","file",20175
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\response.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio","file",26026
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\utils.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio","file",4847
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\__init__.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio","file",0
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\__pycache__","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio","dir",83996
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\__pycache__\http.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\__pycache__","file",5812
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\__pycache__\multipart.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\__pycache__","file",13895
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\__pycache__\request.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\__pycache__","file",23992
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\__pycache__\response.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\__pycache__","file",33146
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\__pycache__\utils.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\__pycache__","file",6942
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\sansio\__pycache__","file",209
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\security.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",4653
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\serving.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",37558
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\test.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",48126
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\testapp.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",9404
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\urls.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",36600
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\user_agent.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",1420
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\utils.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",25174
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\wrappers","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","dir",127143
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\wrappers\request.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\wrappers","file",24026
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\wrappers\response.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\wrappers","file",34963
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\wrappers\__init__.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\wrappers","file",120
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\wrappers\__pycache__","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\wrappers","dir",68034
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\wrappers\__pycache__\request.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\wrappers\__pycache__","file",27168
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\wrappers\__pycache__\response.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\wrappers\__pycache__","file",40492
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\wrappers\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\wrappers\__pycache__","file",374
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\wsgi.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",36060
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\_internal.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",16271
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\_reloader.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",14285
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__init__.py","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","file",188
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug","dir",619270
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__\datastructures.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__","file",154596
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__\exceptions.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__","file",38891
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__\formparser.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__","file",21025
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__\http.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__","file",55567
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__\local.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__","file",32666
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__\security.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__","file",7219
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__\serving.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__","file",49223
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__\test.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__","file",62438
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__\testapp.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__","file",12878
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__\urls.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__","file",51940
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__\user_agent.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__","file",2431
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__\utils.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__","file",30982
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__\wsgi.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__","file",47407
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__\_internal.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__","file",28437
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__\_reloader.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__","file",23131
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\werkzeug\__pycache__","file",439
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\Werkzeug-2.2.3.dist-info","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages","dir",13006
"D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\Werkzeug-2.2.3.dist-info\INSTALLER","D:\Documents\GB\python_spec\seminar1\new_project\.venv\Lib\site-packages\Werkzeug-2.2.3.dist-info","file",4
