"name","parent","type","size"
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\requirements.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__","file",7654
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\specifiers.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__","file",34371
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\tags.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__","file",21356
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\utils.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__","file",6691
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\version.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__","file",21883
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\_manylinux.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__","file",13237
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\_musllinux.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__","file",8005
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\_structures.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__","file",3693
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\__about__.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__","file",650
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\packaging\__pycache__","file",571
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor","dir",859287
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\actions.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing","file",6426
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\common.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing","file",12936
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\core.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing","file",213310
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\diagram","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing","dir",51675
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\diagram\__init__.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\diagram","file",23668
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\diagram\__pycache__","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\diagram","dir",28007
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\diagram\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\diagram\__pycache__","file",28007
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\exceptions.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing","file",9023
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\helpers.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing","file",39129
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\results.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing","file",25341
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\testing.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing","file",13402
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing","file",10787
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\util.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing","file",6805
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__init__.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing","file",9159
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing","dir",461294
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__\actions.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__","file",8470
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__\common.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__","file",14792
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__\core.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__","file",277644
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__\exceptions.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__","file",12934
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__\helpers.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__","file",53635
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__\results.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__","file",36318
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__\testing.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__","file",19514
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__\unicode.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__","file",15372
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__\util.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__","file",14271
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\pyparsing\__pycache__","file",8344
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor","dir",62420
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli\_parser.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli","file",22633
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli\_re.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli","file",2943
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli\_types.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli","file",254
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli\__init__.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli","file",396
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli\__pycache__","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli","dir",36194
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli\__pycache__\_parser.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli\__pycache__","file",30860
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli\__pycache__\_re.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli\__pycache__","file",4500
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli\__pycache__\_types.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli\__pycache__","file",413
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\tomli\__pycache__","file",421
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\typing_extensions.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor","file",87149
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\zipp.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor","file",8425
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\__init__.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor","file",0
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\__pycache__","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor","dir",145592
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\__pycache__\ordered_set.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\__pycache__","file",21785
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\__pycache__\typing_extensions.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\__pycache__","file",107616
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\__pycache__\zipp.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\__pycache__","file",15992
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\_vendor\__pycache__","file",199
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__init__.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools","file",8429
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools","dir",380890
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\archive_util.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",10168
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\build_meta.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",28101
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\depends.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",7979
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\dep_util.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",1294
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\discovery.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",31123
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\dist.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",64061
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\errors.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",2955
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\extension.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",6811
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\glob.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",6568
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\installer.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",5618
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\launch.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",1534
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\logging.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",2052
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\monkey.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",7011
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\msvc.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",64184
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\namespaces.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",5666
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\package_index.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",60761
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\py34compat.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",721
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\sandbox.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",27337
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\unicode_utils.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",1823
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\version.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",441
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\wheel.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",15497
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\windows_support.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",1438
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\_deprecation_warning.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",646
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\_entry_points.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",4795
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\_imp.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",3659
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\_importlib.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",1959
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\_itertools.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",1158
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\_path.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",1479
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\_reqs.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",1140
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools\__pycache__","file",12911
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools-65.5.0.dist-info","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages","dir",47922
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools-65.5.0.dist-info\entry_points.txt","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools-65.5.0.dist-info","file",2740
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools-65.5.0.dist-info\INSTALLER","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools-65.5.0.dist-info","file",4
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools-65.5.0.dist-info\LICENSE","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools-65.5.0.dist-info","file",1050
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools-65.5.0.dist-info\METADATA","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools-65.5.0.dist-info","file",6301
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools-65.5.0.dist-info\RECORD","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools-65.5.0.dist-info","file",37694
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools-65.5.0.dist-info\REQUESTED","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools-65.5.0.dist-info","file",0
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools-65.5.0.dist-info\top_level.txt","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools-65.5.0.dist-info","file",41
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools-65.5.0.dist-info\WHEEL","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\setuptools-65.5.0.dist-info","file",92
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages","dir",849371
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\connection.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3","file",20070
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\connectionpool.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3","file",39095
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3","dir",230410
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\appengine.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib","file",11012
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\ntlmpool.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib","file",4528
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\pyopenssl.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib","file",17055
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\securetransport.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib","file",34416
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\socks.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib","file",7097
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\_appengine_environ.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib","file",957
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\_securetransport","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib","dir",64324
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\_securetransport\bindings.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\_securetransport","file",17632
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\_securetransport\low_level.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\_securetransport","file",13922
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\_securetransport\__init__.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\_securetransport","file",0
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\_securetransport\__pycache__","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\_securetransport","dir",32770
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\_securetransport\__pycache__\bindings.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\_securetransport\__pycache__","file",16960
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\_securetransport\__pycache__\low_level.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\_securetransport\__pycache__","file",15597
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\_securetransport\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\_securetransport\__pycache__","file",213
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\__init__.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib","file",0
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\__pycache__","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib","dir",91021
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\__pycache__\appengine.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\__pycache__","file",12118
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\__pycache__\ntlmpool.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\__pycache__","file",6219
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\__pycache__\pyopenssl.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\__pycache__","file",25686
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\__pycache__\securetransport.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\__pycache__","file",36787
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\__pycache__\socks.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\__pycache__","file",8080
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\__pycache__\_appengine_environ.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\__pycache__","file",1935
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\__pycache__\__init__.cpython-311.pyc","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\contrib\__pycache__","file",196
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\exceptions.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3","file",8217
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\fields.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3","file",8579
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\filepost.py","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3","file",2440
"D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3\packages","D:\Documents\GB\python_spec\lesson1\.venv\Lib\site-packages\urllib3","dir",84879
